"","Name","City","State","Zip","URL","Latitude","Longitude","ADMrate","Ownership","Citytype","SAT","AvgCost","Major_agriculture","Major_NatureResource","Major_Architecture","Major_CS","Major_Edu","Major_Engineering","Major_Bio","Major_MathStat","Major_Psychology","Major_SocialScience","Major_Business","Major_History"
"3950","Guam Community College","Mangilao","GU","96913","www.guamcc.edu","13.440649","144.808944","NULL",1,"33","NULL",11435,"0","0","0","0","0","0","0","0","0","0","0","0"
"3951","University of Guam","Mangilao","GU","96923","www.uog.edu","13.433047","144.803978","NULL",1,"33","NULL",12917,"1","0","0","1","1","0","1","1","1","1","1","1"
"3952","Northern Marianas College","Saipan","MP","96950-1250","www.marianas.edu/","15.152247","145.721733","NULL",1,"33","NULL",7891,"0","0","0","0","1","0","0","0","0","0","1","0"
"3953","Institute of Beauty Careers","Arecibo","PR","00613","www.ibcbelleza.com","18.468413","-66.719492","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3954","Educational Technical College-Recinto de Bayamon","Bayamon","PR","00959","www.edutecpr.com","18.39588","-66.157188","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3955","American University of Puerto Rico","Bayamon","PR","00960-2037","aupr.edu","18.407058","-66.186631","NULL",2,"21","NULL",16265,"0","0","0","1","1","0","0","0","0","0","1","0"
"3956","American University of Puerto Rico","Manati","PR","00674-1082","aupr.edu","18.434072","-66.478655","NULL",2,"21","NULL",16393,"0","0","0","1","1","0","0","0","0","0","1","0"
"3957","American Educational College","Bayamon","PR","00961","www.amedcopr.com","18.397931","-66.15099","NULL",3,"21","NULL",9267,"0","0","0","0","0","0","0","0","0","0","0","0"
"3958","Antilles School of Technical Careers","San Juan","PR","00909","antillespr.edu/","18.438416","-66.059206","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3959","Universidad Adventista de las Antillas","Mayaguez","PR","00680-0000","www.uaa.edu/","18.205329","-67.112632","0.9865",2,"22","NULL",13452,"0","0","0","1","1","0","1","0","1","0","1","1"
"3960","Atlantic University College","Guaynabo","PR","00970","www.atlanticu.edu","18.357395","-66.111714","NULL",2,"13","NULL",9561,"0","0","0","1","0","0","0","0","0","0","0","0"
"3961","Universidad Central de Bayamon","Bayamón","PR","00960-1725","www.ucb.edu.pr","18.398864","-66.180773","0.4487",2,"21","NULL",12125,"0","1","0","1","1","0","1","0","1","0","1","0"
"3962","Columbia Central University-Caguas","Caguas","PR","00726","www.columbiacentral.edu","18.22329","-66.022543","NULL",3,"13","NULL",9517,"0","0","0","0","0","0","0","0","0","0","1","0"
"3963","Carlos Albizu University-San Juan","San Juan","PR","00902-3711","www.albizu.edu","18.466573","-66.113908","0.6349",2,"11","NULL",14822,"0","0","0","0","0","0","0","0","1","0","0","0"
"3964","Caribbean University-Bayamon","Bayamon","PR","00960-0493","www.caribbean.edu","18.383136","-66.168315","NULL",2,"21","NULL",8590,"0","0","0","1","1","1","0","0","0","0","1","0"
"3965","Caribbean University-Carolina","Carolina","PR","00985","www.caribbean.edu","18.380193","-65.960036","NULL",2,"12","NULL",8745,"0","0","0","0","1","0","0","0","0","0","1","0"
"3966","Pontifical Catholic University of Puerto Rico-Arecibo","Arecibo","PR","00614-4045","www.pucpr.edu/arecibo","18.446006","-66.679114","0.9731",2,"23","NULL",10971,"0","1","0","0","1","0","1","0","1","1","1","0"
"3967","Pontifical Catholic University of Puerto Rico-Ponce","Ponce","PR","00717-9997","www.pucpr.edu","18.00165","-66.617138","0.9768",2,"12","NULL",12706,"0","1","1","0","1","0","1","1","1","1","1","1"
"3968","CEM College-San Juan","San Juan","PR","00926-1931","www.cempr.edu","18.393955","-66.035797","NULL",3,"11","NULL",11967,"0","0","0","0","0","0","0","0","0","0","0","0"
"3969","Universidad Teologica del Caribe","Trujillo Alto","PR","00978-0901","www.utcpr.edu","18.373928","-66.010617","NULL",2,"21","NULL",11490,"0","0","0","0","0","0","0","0","0","0","0","0"
"3970","Colegio Universitario de San Juan","San Juan","PR","00918","www.cunisanjuan.edu","18.428528","-66.066529","0.9551",1,"11","NULL",6202,"0","0","0","1","0","0","0","0","0","0","1","0"
"3971","Universidad Metropolitana","San Juan","PR","00926-2602","umet.suagm.edu/","18.387183","-66.061647","NULL",2,"11","NULL",13481,"0","1","0","1","1","0","1","1","1","0","1","0"
"3972","Puerto Rico Conservatory of Music","San Juan","PR","00907-3373","www.cmpr.edu","18.454016","-66.078811","0.7091",1,"11","NULL",9795,"0","0","0","0","1","0","0","0","0","0","0","0"
"3973","Center for Advanced Studies On Puerto Rico and the Caribbean","San Juan","PR","00901","ceaprc.edu","18.466567","-66.11841","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3974","EDP University of Puerto Rico Inc-San Sebastian","San Sebastian","PR","00685","www.edpuniversity.edu/","18.334858","-66.990909","NULL",2,"21","NULL",13107,"0","0","0","2","0","0","0","0","0","0","1","0"
"3975","Emma's Beauty Academy-Mayaguez","Mayaguez","PR","00680","www.emmasbeautyacademy.com","18.200082","-67.141725","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3976","Escuela de Artes Plasticas y Diseno de Puerto Rico","San Juan","PR","00902-1112","www.eap.edu","18.46778","-66.121348","0.8352",1,"11","NULL",6908,"0","0","0","0","1","0","0","0","0","0","0","0"
"3977","Instituto Tecnologico de Puerto Rico-Recinto de Manati","Manati","PR","00674-1091","itec.pr/ITPR-Joomla/","18.432962","-66.472476","0.8537",1,"21","NULL",5025,"0","0","0","0","0","0","0","0","0","0","0","0"
"3978","Huertas College","Caguas","PR","00725","www.huertas.edu","18.236147","-66.025572","NULL",3,"13","NULL",12095,"0","0","0","0","0","0","0","0","0","0","1","0"
"3979","Humacao Community College","Humacao","PR","00792","www.hccpr.edu","18.148274","-65.826857","NULL",2,"21","NULL",9442,"0","0","0","2","0","0","0","0","0","0","2","0"
"3980","ICPR Junior College-Arecibo","Arecibo","PR","00614-0067","www.icprjc.edu","18.478059","-66.759324","NULL",3,"13","NULL",11136,"0","0","0","0","0","0","0","0","0","0","0","0"
"3981","ICPR Junior College-Mayaguez","Mayaguez","PR","00681-1108","www.icprjc.edu","18.202277","-67.144762","NULL",3,"13","NULL",11119,"0","0","0","0","0","0","0","0","0","0","0","0"
"3982","Instituto de Educacion Tecnica Ocupacional La Reine-Manati","Manati","PR","00674-0000","www.lareine.edu","18.429557","-66.490994","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3983","Richport Technical College","Gurabo","PR","00778","www.richporttc.com","18.249934","-65.983829","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3984","Instituto de Banca y Comercio Inc","Guaynabo","PR","00966-2309","www.ibanca.net","18.385053","-66.107393","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3985","Instituto Tecnologico de Puerto Rico-Recinto de Guayama","Guayama","PR","00784-0000","www.de.gobierno.pr/","17.977897","-66.118728","0.7844",1,"13","NULL",7285,"0","0","0","0","0","0","0","0","0","0","0","0"
"3986","Instituto Tecnologico de Puerto Rico-Recinto de Ponce","Ponce","PR","00717-0306","itec.dde.pr","17.999381","-66.629804","0.9689",1,"12","NULL",4259,"0","0","0","0","0","0","0","0","0","0","0","0"
"3987","Instituto Tecnologico de Puerto Rico-Recinto de San Juan","San Juan","PR","00924","itec.pr/ITPR-Joomla/index.php?option=com_content&view=article&id=97&Itemid=112","18.411097","-66.016003","0.9757",1,"11","NULL",4314,"0","0","0","0","0","0","0","0","0","0","0","0"
"3988","Inter American University of Puerto Rico-San German","San German","PR","00683","www.sg.inter.edu/","18.08353","-67.05082","0.691",2,"13","NULL",12881,"0","1","0","1","1","0","1","1","1","1","1","0"
"3989","Inter American University of Puerto Rico-Aguadilla","Aguadilla","PR","00603","www.aguadilla.inter.edu","18.467886","-67.121671","0.4664",2,"21","NULL",11158,"0","0","0","2","1","0","1","0","1","0","2","0"
"3990","Inter American University of Puerto Rico-Arecibo","Arecibo","PR","00614","www.arecibo.inter.edu/portal/default.htm","18.47509","-66.75901","0.4647",2,"13","NULL",12672,"0","0","0","1","2","0","1","0","1","0","1","0"
"3991","Inter American University of Puerto Rico-Barranquitas","Barranquitas","PR","00794","www.br.uipr.edu/inter/index.php/inicio.html","18.182777","-66.303153","0.4162",2,"21","NULL",10644,"0","0","0","1","1","0","1","0","0","0","1","0"
"3992","Inter American University of Puerto Rico-Metro","San Juan","PR","00919","www.metro.inter.edu/index.asp","18.368988","-66.077711","0.165",2,"11","NULL",15627,"0","1","0","1","1","0","1","2","1","1","2","1"
"3993","Inter American University of Puerto Rico-Ponce","Mercedita","PR","00715-1602","www.ponce.inter.edu/","18.007388","-66.578498","0.5834",2,"22","NULL",11748,"0","1","0","1","1","0","1","0","2","1","2","0"
"3994","Inter American University of Puerto Rico-Fajardo","Fajardo","PR","00738-7003","www.fajardo.inter.edu/","18.329222","-65.648052","0.723",2,"23","NULL",11098,"0","0","0","1","1","0","1","0","1","0","1","0"
"3995","Inter American University of Puerto Rico-Guayama","Guayama","PR","00784","guayama.inter.edu/","17.96635","-66.108164","0.4902",2,"13","NULL",12998,"0","0","0","1","1","0","1","0","0","0","1","0"
"3996","Inter American University of Puerto Rico-Bayamon","Bayamon","PR","00957-6257","bayamonweb.azurewebsites.net/","18.351631","-66.182473","0.4266",2,"21","NULL",10460,"1","1","0","1","0","1","1","1","0","0","2","0"
"3997","Inter American University of Puerto Rico-School of Law","San Juan","PR","00928","www.derecho.inter.edu/inter/","18.428145","-66.072656","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3998","International Technical College","San Juan","PR","00918-3325","intecpr.com","18.416999","-66.057312","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"3999","Liceo de Arte y Tecnologia","San Juan","PR","00917","www.liceo.edu","18.421013","-66.056421","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"4000","Modern Hairstyling Institute-Bayamon","Bayamon","PR","00961","www.modern.edu","18.400061","-66.155872","1",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"4001","Modern Hairstyling Institute-Arecibo","Arecibo","PR","00612","www.modern.edu","18.47582","-66.754059","1",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"4002","National University College","Bayamon","PR","00960","www.nuc.edu","18.396872","-66.157027","0.648",3,"21","NULL",14261,"0","0","0","2","1","0","0","0","0","0","2","0"
"4003","National University College-Arecibo","Arecibo","PR","00612","www.nuc.edu","18.474217","-66.719512","0.6875",3,"13","NULL",13115,"0","0","0","1","1","0","0","0","0","0","1","0"
